Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,,,
1070413510616650000,hello gamers looking to gain more fans following? -invest into -get featured in our giveaways -gain e...,intel,05-12-2018 20:24,05-12-2018 15:24,06-12-2018 01:54,0.25,0.3,0,0.688,0.312,0.7783,0.25,0.3,,
1070413521446410000,intel th gen ghost canyon nucs with up to cores threads leak,intel,05-12-2018 20:24,05-12-2018 15:24,06-12-2018 01:54,0,0,0.32,0.68,0,-0.5719,0,0,,
1070413837483020000,rt : hello gamers looking to gain more fans following? -invest into -get featured in our giveaways -gain exposure f...,intel,05-12-2018 20:25,05-12-2018 15:25,06-12-2018 01:55,0.25,0.3,0,0.714,0.286,0.7783,0.25,0.3,,
1070414536438460000,rt : beegfs is sponsoring ciuk manchester looking forward to meet you! dell intel bigdata machinelearning artificial...,intel,05-12-2018 20:28,05-12-2018 15:28,06-12-2018 01:58,-0.6,1,0,1,0,0,-0.6,1,,
1070415877307310000,want to have tools in your it staff? what kind of question got to ask? is is possible to have a criteria to fulfil...,intel,05-12-2018 20:33,05-12-2018 15:33,06-12-2018 02:03,0.3,0.95,0,0.93,0.07,0.168,0.3,0.95,,
1070418029916220000,grab that cup of joe and check out our review of the hpe proliant dl gen server! it supports up to four...,intel,05-12-2018 20:42,05-12-2018 15:42,06-12-2018 02:12,0,0,0,0.883,0.117,0.4199,0,0,,
1070418071049900000,rt : beegfs is sponsoring ciuk manchester looking forward to meet you! dell intel bigdata machinelearning artificial...,intel,05-12-2018 20:42,05-12-2018 15:42,06-12-2018 02:12,-0.6,1,0,1,0,0,-0.6,1,,
1070420410280350000,absolutely stunning that's the kind of innovation we love!! congrats intel !,intel,05-12-2018 20:51,05-12-2018 15:51,06-12-2018 02:21,0.6921875,0.833333333,0,0.339,0.661,0.9284,0.6921875,0.833333333,,
1070420512902440000,experts weigh in on devops transformation qa topics microsoft intel qastrategy testautomation...,intel,05-12-2018 20:51,05-12-2018 15:51,06-12-2018 02:21,0,0,0,1,0,0,0,0,,
1070421576447740000,good utah infosec intel join us and join the briefing next time utahsaint...,intel,05-12-2018 20:56,05-12-2018 15:56,06-12-2018 02:26,0.35,0.3,0,0.578,0.422,0.743,0.35,0.3,,
1070423434130270000,can you see the beauty of silicon logic? semiconductor intel,intel,05-12-2018 21:03,05-12-2018 16:03,06-12-2018 02:33,0,0,0,0.703,0.297,0.5859,0,0,,
1070423517353650000,rt : can you see the beauty of silicon logic? semiconductor intel,intel,05-12-2018 21:03,05-12-2018 16:03,06-12-2018 02:33,0,0,0,0.725,0.275,0.5859,0,0,,
1070423552581610000,rt : can you see the beauty of silicon logic? semiconductor intel,intel,05-12-2018 21:03,05-12-2018 16:03,06-12-2018 02:33,0,0,0,0.725,0.275,0.5859,0,0,,
1070425012861970000,will ya boy be getting a gamingpc tonight??? all this and more next time on the dailyrenegade RADIO pc gamers amd...,intel,05-12-2018 21:09,05-12-2018 16:09,06-12-2018 02:39,0.25,0.25,0,1,0,0,0.25,0.25,,
1070425746995320000,rt : will ya boy be getting a gamingpc tonight??? all this and more next time on the dailyrenegade RADIO pc gamers amd inte...,intel,05-12-2018 21:12,05-12-2018 16:12,06-12-2018 02:42,0.25,0.25,0,1,0,0,0.25,0.25,,
1070426307987680000,rt : its going to be fascinating to see how bitcoin demand will boost processing power in the next years intel mining bitcoi...,intel,05-12-2018 21:14,05-12-2018 16:14,06-12-2018 02:44,0.35,0.425,0.056,0.712,0.232,0.6908,0.35,0.425,,
1070430357705630000,this is cloud productivity - turning days of database admin security work into hours nutanix...,intel,05-12-2018 21:30,05-12-2018 16:30,06-12-2018 03:00,0,0,0,0.844,0.156,0.34,0,0,,
1070433399410700000,naziboy hmmm not likely...,intel,05-12-2018 21:43,05-12-2018 16:43,06-12-2018 03:13,0,1,0,1,0,0,0,1,,
1070435917968620000,rt : intel 'ghostcanyonx' nucs rumored to come with corei cpus,intel,05-12-2018 21:53,05-12-2018 16:53,06-12-2018 03:23,0,0,0,1,0,0,0,0,,
1070437236099890000,amazon's days of deals focuses on pc hardware! WHITE RIGHT POINTING BACKHAND INDEXEMOJI MODIFIER FITZPATRICK TYPE-3 (amazon pcmasterrace nvidia amd...,intel,05-12-2018 21:58,05-12-2018 16:58,06-12-2018 03:28,0.142857143,0.267857143,0,1,0,0,0.142857143,0.267857143,,
1070437421479710000,rt : as field operations demand more intel surveillance and recon reliable and efficient aircraft is essential mq-b ca...,intel,05-12-2018 21:59,05-12-2018 16:59,06-12-2018 03:29,0.25,0.4,0.074,0.788,0.138,0.3182,0.25,0.4,,
1070439989962560000,rt : intelligence further giletsjaunes ('yellow jackets') protests expected this weekend despite concessions by the french gov...,intel,05-12-2018 22:09,05-12-2018 17:09,06-12-2018 03:39,-0.025,0.225,0.1,0.737,0.163,0.296,-0.025,0.225,,
1070440046027820000,rt : intel 'ghostcanyonx' nucs rumored to come with corei cpus,intel,05-12-2018 22:09,05-12-2018 17:09,06-12-2018 03:39,0,0,0,1,0,0,0,0,,
1070441458430290000,rt : intel's conference on neural information processing systems (neurips) advances ai research development dec - montr...,intel,05-12-2018 22:15,05-12-2018 17:15,06-12-2018 03:45,0,0,0,1,0,0,0,0,,
1070441717659280000,rt : intel 'ghostcanyonx' nucs rumored to come with corei cpus,intel,05-12-2018 22:16,05-12-2018 17:16,06-12-2018 03:46,0,0,0,1,0,0,0,0,,
1070441854305510000,rt : intel patents new bitcoin mining process crypto cryptocurrency bitcoin intel,intel,05-12-2018 22:16,05-12-2018 17:16,06-12-2018 03:46,0.136363636,0.454545455,0,1,0,0,0.136363636,0.454545455,,
1070442941154390000,intelg - when birds start to fall from the sky GLOBE WITH MERIDIANS intel photography camera love happiness travel vision art...,intel,05-12-2018 22:20,05-12-2018 17:20,06-12-2018 03:50,0.6,0.4,0,0.634,0.366,0.8689,0.6,0.4,,
1070443070779460000,rt : intelg - when birds start to fall from the sky GLOBE WITH MERIDIANS intel photography camera love happiness travel vision art il...,intel,05-12-2018 22:21,05-12-2018 17:21,06-12-2018 03:51,0.6,0.4,0,0.66,0.34,0.8689,0.6,0.4,,
1070443105302860000,rt : intel 'ghostcanyonx' nucs rumored to come with corei cpus,intel,05-12-2018 22:21,05-12-2018 17:21,06-12-2018 03:51,0,0,0,1,0,0,0,0,,
1070443423969210000,rt : can you see the beauty of silicon logic? semiconductor intel,intel,05-12-2018 22:22,05-12-2018 17:22,06-12-2018 03:52,0,0,0,0.725,0.275,0.5859,0,0,,
1070445487092840000,intel core i vs i vs i: which one do you really need? - prescientinfo america,intel,05-12-2018 22:31,05-12-2018 17:31,06-12-2018 04:01,0.2,0.2,0,1,0,0,0.2,0.2,,
1070447549964860000,rt : new intel cpu flaw exploits hyperthreading to steal encrypted data security cybersecurit...,intel,05-12-2018 22:39,05-12-2018 17:39,06-12-2018 04:09,0.136363636,0.454545455,0.311,0.556,0.133,-0.4939,0.136363636,0.454545455,,
1070449583610880000,peep my bio intel,intel,05-12-2018 22:47,05-12-2018 17:47,06-12-2018 04:17,0,0,0,1,0,0,0,0,,
1070449811877430000,rt : peep my bio intel,intel,05-12-2018 22:48,05-12-2018 17:48,06-12-2018 04:18,0,0,0,1,0,0,0,0,,
1070467868645640000,rumors starting about new intel -core comet lake-s processors with cores on nm die,intel,06-12-2018 00:00,05-12-2018 19:00,06-12-2018 05:30,0.068181818,0.277272727,0.231,0.769,0,-0.5994,0.068181818,0.277272727,,
1070473815061270000,excited to test my k overclock on stream tonight first real test outside of stress tests normal gaming etc! twitch intel,intel,06-12-2018 00:23,05-12-2018 19:23,06-12-2018 05:53,0.2025,0.416666667,0.132,0.766,0.102,-0.1759,0.2025,0.416666667,,
1070478550501740000,rt : as field operations demand more intel surveillance and recon reliable and efficient aircraft is essential mq-b ca...,intel,06-12-2018 00:42,05-12-2018 19:42,06-12-2018 06:12,0.25,0.4,0.074,0.788,0.138,0.3182,0.25,0.4,,
1070479933091310000,poggers! intel i pcmr,intel,06-12-2018 00:47,05-12-2018 19:47,06-12-2018 06:17,0,0,0,1,0,0,0,0,,
1070482963211670000,intel traffic out of kadena okinawa in the last minutes: z: usaf rcw rivetjoint rcu...,intel,06-12-2018 01:00,05-12-2018 20:00,06-12-2018 06:30,0,0.066666667,0,1,0,0,0,0.066666667,,
1070487355147140000,rt : intelg - when birds start to fall from the sky GLOBE WITH MERIDIANS intel photography camera love happiness travel vision art il...,intel,06-12-2018 01:17,05-12-2018 20:17,06-12-2018 06:47,0.6,0.4,0,0.66,0.34,0.8689,0.6,0.4,,
1070494541654970000,live stream right now fortnite fortnitebr cod blackout battleroyale twitch...,intel,06-12-2018 01:46,05-12-2018 20:46,06-12-2018 07:16,0.211038961,0.517857143,0,1,0,0,0.211038961,0.517857143,,
1070496650362340000,fortnite season leak intel fortnite theory for season - onsie skin could be coming in the battle pass! leve...,intel,06-12-2018 01:54,05-12-2018 20:54,06-12-2018 07:24,0,0,0.249,0.751,0,-0.6476,0,0,,
1070497980338350000,rt : i'm loving the level of competition in the tech space right now amd intel nvidia tech,intel,06-12-2018 01:59,05-12-2018 20:59,06-12-2018 07:29,0.442857143,0.742857143,0,0.804,0.196,0.5994,0.442857143,0.742857143,,
1070500637622710000,the next build begins ! parts are trickling in asusrog intel samsung,intel,06-12-2018 02:10,05-12-2018 21:10,06-12-2018 07:40,0,0,0.13,0.87,0,-0.126,0,0,,
1070507332738690000,intel stay posted WINKING FACE,intel,06-12-2018 02:36,05-12-2018 21:36,06-12-2018 08:06,0,0,0,1,0,0,0,0,,
1070517454126730000,computercomponent intel core i- lga th gen core desktop processor computerparts affiliate...,intel,06-12-2018 03:17,05-12-2018 22:17,06-12-2018 08:47,0,0,0,1,0,0,0,0,,
1070522523643760000,new cpu new wall art new stream! get in here and help me rest out the new setup! new sounds for follows subs an...,intel,06-12-2018 03:37,05-12-2018 22:37,06-12-2018 09:07,0.15,0.454545455,0,0.875,0.125,0.508,0.15,0.454545455,,
1070524219874620000,hello gamers looking to gain more fans following? -invest into -get featured in our giveaways -gain e...,intel,06-12-2018 03:43,05-12-2018 22:43,06-12-2018 09:13,0.25,0.3,0,0.688,0.312,0.7783,0.25,0.3,,
1070524242448520000,rt : hello gamers looking to gain more fans following? -invest into -get featured in our giveaways -gain exposure f...,intel,06-12-2018 03:44,05-12-2018 22:44,06-12-2018 09:14,0.25,0.3,0,0.714,0.286,0.7783,0.25,0.3,,
1070528028701150000,rt : amazon's days of deals focuses on pc hardware! WHITE RIGHT POINTING BACKHAND INDEXEMOJI MODIFIER FITZPATRICK TYPE-3 (amazon pcmasterrace nvidia amd intel ...,intel,06-12-2018 03:59,05-12-2018 22:59,06-12-2018 09:29,0.142857143,0.267857143,0,1,0,0,0.142857143,0.267857143,,
1070529597601730000,intel brazilian robotics company hoobox build world's first ai wheelchair ...,intel,06-12-2018 04:05,05-12-2018 23:05,06-12-2018 09:35,0.25,0.333333333,0,1,0,0,0.25,0.333333333,,
1070532601016920000,new used i intel processor in the backup computer seems to be working well intel salvage,intel,06-12-2018 04:17,05-12-2018 23:17,06-12-2018 09:47,0.136363636,0.454545455,0,0.87,0.13,0.2732,0.136363636,0.454545455,,
1070539594045750000,intel: broadcom hcl sign preferred services deal post ca buyout - intel,intel,06-12-2018 04:45,05-12-2018 23:45,06-12-2018 10:15,0,0,0,1,0,0,0,0,,
1070542973321040000,intel ai driven motorized wheelchair can be controlled with facial expressions hoobox...,intel,06-12-2018 04:58,05-12-2018 23:58,06-12-2018 10:28,0,0,0,1,0,0,0,0,,
1070543107857490000,rt : intel ai driven motorized wheelchair can be controlled with facial expressions hoobox robot...,intel,06-12-2018 04:59,05-12-2018 23:59,06-12-2018 10:29,0,0,0,1,0,0,0,0,,
1070560945586480000,intel ai approach in artificialintelligence provides ai technology-based platform to data scientists ...,intel,06-12-2018 06:09,06-12-2018 01:09,06-12-2018 11:39,0,0,0,1,0,0,0,0,,
1070561218786610000,rt : computercomponent intel i/i/i lgax cpu heatsink and fan e- computerparts affiliate,intel,06-12-2018 06:10,06-12-2018 01:10,06-12-2018 11:40,0,0,0,0.827,0.173,0.3182,0,0,,
1070564549978450000,rt : huge ryzen leak! if its true rip intel with,intel,06-12-2018 06:24,06-12-2018 01:24,06-12-2018 11:54,0.425,0.775,0.162,0.473,0.365,0.4574,0.425,0.775,,
1070566107428170000,rt : intel ai approach in artificialintelligence provides ai technology-based platform to data scientists practitioners and...,intel,06-12-2018 06:30,06-12-2018 01:30,06-12-2018 12:00,0,0,0,1,0,0,0,0,,
1070574829676290000,computercomponent intel core i-k desktop processor cores up to ghz turbo unlocked lga series ...,intel,06-12-2018 07:05,06-12-2018 02:05,06-12-2018 12:35,0,0,0,1,0,0,0,0,,
1070577084752450000,intel's new ai wheelchair technology helps individuals regain autonomy disabilitygamechanger ...,intel,06-12-2018 07:14,06-12-2018 02:14,06-12-2018 12:44,0.136363636,0.454545455,0,0.794,0.206,0.3818,0.136363636,0.454545455,,
1070577312842670000,rt : intel's new ai wheelchair technology helps individuals regain autonomy disabilitygamechanger,intel,06-12-2018 07:14,06-12-2018 02:14,06-12-2018 12:44,0.136363636,0.454545455,0,0.794,0.206,0.3818,0.136363636,0.454545455,,
1070577502773360000,intel rapid storage technology,intel,06-12-2018 07:15,06-12-2018 02:15,06-12-2018 12:45,0,0,0,1,0,0,0,0,,
1070581018225120000,kritikalsolutions participated in the international center for transformative artificial intelligence (ictai) work...,intel,06-12-2018 07:29,06-12-2018 02:29,06-12-2018 12:59,-0.233333333,0.366666667,0,0.78,0.22,0.4767,-0.233333333,0.366666667,,
1070588909120290000,rt : intel ai approach in artificialintelligence provides ai technology-based platform to data scientists practitioners and...,intel,06-12-2018 08:01,06-12-2018 03:01,06-12-2018 13:31,0,0,0,1,0,0,0,0,,
1070589069854420000,rt : intel open-sources he-transformer a tool that allows ai models to operate on encrypted data cybersecurity machinel...,intel,06-12-2018 08:01,06-12-2018 03:01,06-12-2018 13:31,0,0,0,1,0,0,0,0,,
1070590067381550000,rt : intel ai approach in artificialintelligence provides ai technology-based platform to data scientists practitioners and...,intel,06-12-2018 08:05,06-12-2018 03:05,06-12-2018 13:35,0,0,0,1,0,0,0,0,,
1070590158939010000,rt : intel open-sources he-transformer a tool that allows ai models to operate on encrypted data cybersecurity machinel...,intel,06-12-2018 08:05,06-12-2018 03:05,06-12-2018 13:35,0,0,0,1,0,0,0,0,,
1070591230046820000,rt : intel ai approach in artificialintelligence provides ai technology-based platform to data scientists practitioners and...,intel,06-12-2018 08:10,06-12-2018 03:10,06-12-2018 13:40,0,0,0,1,0,0,0,0,,
1070591320903830000,rt : intel open-sources he-transformer a tool that allows ai models to operate on encrypted data cybersecurity machinel...,intel,06-12-2018 08:10,06-12-2018 03:10,06-12-2018 13:40,0,0,0,1,0,0,0,0,,
1070595977445320000,rt : beegfs is sponsoring ciuk manchester looking forward to meet you! dell intel bigdata machinelearning artificial...,intel,06-12-2018 08:29,06-12-2018 03:29,06-12-2018 13:59,-0.6,1,0,1,0,0,-0.6,1,,
1070596232807100000,rt : intel open-sources he-transformer a tool that allows ai models to operate on encrypted data cybersecurity machinel...,intel,06-12-2018 08:30,06-12-2018 03:30,06-12-2018 14:00,0,0,0,1,0,0,0,0,,
1070598696314760000,how fpgas provide versatile acceleration for hpe servers hpc hpe intel fpga sc,intel,06-12-2018 08:39,06-12-2018 03:39,06-12-2018 14:09,0,0,0,1,0,0,0,0,,
1070599573066920000,les than hrs to go!!! if you live and breathe videoediting then this intel nuc i custom build with gb ram...,intel,06-12-2018 08:43,06-12-2018 03:43,06-12-2018 14:13,0.136363636,0.5,0,1,0,0,0.136363636,0.5,,
1070606352551170000,rt : kritikalsolutions participated in the international center for transformative artificial intelli...,intel,06-12-2018 09:10,06-12-2018 04:10,06-12-2018 14:40,-0.233333333,0.366666667,0,1,0,0,-0.233333333,0.366666667,,
1070607309515160000,i will never buy another intel laptop again,intel,06-12-2018 09:14,06-12-2018 04:14,06-12-2018 14:44,0,0,0,1,0,0,0,0,,
1070613964873020000,rt : news rapoo intros a new gaming headset: the vh it is compatible with pc xbox one ps and mobile devices...,intel,06-12-2018 09:40,06-12-2018 04:40,06-12-2018 15:10,0.136363636,0.454545455,0,1,0,0,0.136363636,0.454545455,,
1070615091815500000,posts related to arduino! checkout link is in the bio! arduino programming atmel intel wordpress blogging...,intel,06-12-2018 09:45,06-12-2018 04:45,06-12-2018 15:15,0,0.4,0,1,0,0,0,0.4,,
1070616152991090000,rt : don't forget to pick up blackops with your purchase of a digitalstormpc and an intel core i i or i processor...,intel,06-12-2018 09:49,06-12-2018 04:49,06-12-2018 15:19,0,0,0,0.911,0.089,0.1695,0,0,,
1070616230460050000,rt : msftadvocate intel window microsoft the best is yet to come!! all invited to our escape room with el corte ingles ...,intel,06-12-2018 09:49,06-12-2018 04:49,06-12-2018 15:19,1,0.3,0,0.755,0.245,0.7568,1,0.3,,
1070617202565500000,rt : msftadvocate intel window microsoft the best is yet to come!! all invited to our escape room with el corte ingles ...,intel,06-12-2018 09:53,06-12-2018 04:53,06-12-2018 15:23,1,0.3,0,0.755,0.245,0.7568,1,0.3,,
1070618671930690000,almost half way FLEXED BICEPS intel intelaus intelgaming intelnuc,intel,06-12-2018 09:59,06-12-2018 04:59,06-12-2018 15:29,-0.166666667,0.166666667,0,1,0,0,-0.166666667,0.166666667,,
1070620445106420000,advertisement: forbesinsights: artificially intelligent data centers:,intel,06-12-2018 10:06,06-12-2018 05:06,06-12-2018 15:36,0.8,0.9,0,0.625,0.375,0.4588,0.8,0.9,,
1070620621829270000,rt : its going to be fascinating to see how bitcoin demand will boost processing power in the next years intel mining bitcoi...,intel,06-12-2018 10:07,06-12-2018 05:07,06-12-2018 15:37,0.35,0.425,0.056,0.712,0.232,0.6908,0.35,0.425,,
1070621611588490000,rt : msftadvocate intel window microsoft the best is yet to come!! all invited to our escape room with el corte ingles ...,intel,06-12-2018 10:10,06-12-2018 05:10,06-12-2018 15:40,1,0.3,0,0.755,0.245,0.7568,1,0.3,,
1070625412072520000,intel and huawei achieve world's first ghz g interoperability testing under sa,intel,06-12-2018 10:26,06-12-2018 05:26,06-12-2018 15:56,0.25,0.333333333,0,1,0,0,0.25,0.333333333,,
1070625752926870000,rt : msftadvocate intel window microsoft the best is yet to come!! all invited to our escape room with el corte ingles ...,intel,06-12-2018 10:27,06-12-2018 05:27,06-12-2018 15:57,1,0.3,0,0.755,0.245,0.7568,1,0.3,,
1070631116212710000,adobe patches a new zero-day exploit within flash player cyber cybersecurity intel exploit,intel,06-12-2018 10:48,06-12-2018 05:48,06-12-2018 16:18,0.136363636,0.454545455,0.219,0.781,0,-0.2023,0.136363636,0.454545455,,
1070632464459000000,computercomponent intel ethernet server adapter i-t gbps rj- copper pci express x lane oem packagi...,intel,06-12-2018 10:54,06-12-2018 05:54,06-12-2018 16:24,0,0,0,1,0,0,0,0,,
1070635151519030000,rt : msftadvocate intel window microsoft the best is yet to come!! all invited to our escape room with el corte ingles ...,intel,06-12-2018 11:04,06-12-2018 06:04,06-12-2018 16:34,1,0.3,0,0.755,0.245,0.7568,1,0.3,,
1070638381489640000,learn the history behind a tool created to help european airlines cooperate with banks and to fight fr...,intel,06-12-2018 11:17,06-12-2018 06:17,06-12-2018 16:47,-0.2,0.35,0.122,0.657,0.221,0.2732,-0.2,0.35,,
1070640867919220000,computer repair pc repair intel greenscreen problem solved,intel,06-12-2018 11:27,06-12-2018 06:27,06-12-2018 16:57,0,0,0.25,0.556,0.194,-0.1531,0,0,,
1070646144122970000,airbnb x cereal thursdaytrivia airbnb cereal airbnbcereal daltonmaag bespoke typeface typography...,intel,06-12-2018 11:48,06-12-2018 06:48,06-12-2018 17:18,0,0,0,1,0,0,0,0,,
1070647405232690000,rt : news raijintek intros mya rbw cpu cooler measuring mm x mm x mm it weighs about g including the fan...,intel,06-12-2018 11:53,06-12-2018 06:53,06-12-2018 17:23,0,0,0,1,0,0,0,0,,
1070647695415630000,rt : news raijintek intros mya rbw cpu cooler measuring mm x mm x mm it weighs about g including the fan...,intel,06-12-2018 11:54,06-12-2018 06:54,06-12-2018 17:24,0,0,0,1,0,0,0,0,,
1070647903943840000,rt : intel's new patent could make bitcoin mining more energyefficient coinidol blockchain cryptoc...,intel,06-12-2018 11:55,06-12-2018 06:55,06-12-2018 17:25,0.318181818,0.477272727,0,1,0,0,0.318181818,0.477272727,,
1070650427623040000,accomplish more with the hp pavilion x get instant prizes with every laptop purchase this season offer valid w...,intel,06-12-2018 12:05,06-12-2018 07:05,06-12-2018 17:35,0.25,0.583333333,0,0.734,0.266,0.7003,0.25,0.583333333,,
1070654861136410000,hp sparkling royal night hpindonesia hpworklife keepreinventing intel ---------------------------------...,intel,06-12-2018 12:23,06-12-2018 07:23,06-12-2018 17:53,0,0,0,0.784,0.216,0.296,0,0,,
1070657368365640000,the year is : intel reports findings that show % of their cpu chip users didn't know that intel stands fo...,intel,06-12-2018 12:33,06-12-2018 07:33,06-12-2018 18:03,0,0,0,1,0,0,0,0,,
1070658175391660000,hp sparkling royal night hpindonesia hpworklife keepreinventing intel ---------------------------------...,intel,06-12-2018 12:36,06-12-2018 07:36,06-12-2018 18:06,0,0,0,0.784,0.216,0.296,0,0,,
1070660725016810000,rt : news raijintek intros mya rbw cpu cooler measuring mm x mm x mm it weighs about g including the fan...,intel,06-12-2018 12:46,06-12-2018 07:46,06-12-2018 18:16,0,0,0,1,0,0,0,0,,
1070662108751240000,hp sparkling royal night hpindonesia hpworklife keepreinventing intel ---------------------------------...,intel,06-12-2018 12:51,06-12-2018 07:51,06-12-2018 18:21,0,0,0,0.784,0.216,0.296,0,0,,
1070673615337770000,rt : two configurations of our fwa- whitebox ucpe based on the intel xeon processor d- series are now validated as...,intel,06-12-2018 13:37,06-12-2018 08:37,06-12-2018 19:07,0,0,0,0.909,0.091,0.2263,0,0,,
1070679502374750000,what are intel modern windowsdrivers for graphics itadmin by,intel,06-12-2018 14:01,06-12-2018 09:01,06-12-2018 19:31,0.2,0.3,0,1,0,0,0.2,0.3,,
1070680428577730000,intel supports bridge inspections with drone technology govcon dod contract acquisition...,intel,06-12-2018 14:04,06-12-2018 09:04,06-12-2018 19:34,0,0,0,0.8,0.2,0.3612,0,0,,
1070682156928650000,amazing innovation from ai innovation intel,intel,06-12-2018 14:11,06-12-2018 09:11,06-12-2018 19:41,0.6,0.9,0,0.25,0.75,0.8402,0.6,0.9,,
1070683719235710000,rt : the launch of ursa makes all of hyperledger 's projects more secure including hyperledgerburrow ursa is a new meta library...,intel,06-12-2018 14:17,06-12-2018 09:17,06-12-2018 19:47,0.345454545,0.518181818,0,0.876,0.124,0.4005,0.345454545,0.518181818,,
1070686281699540000,with hooboxrobotics' wheelie kit powered by intel artificialintelligence (ai) technologies people can contro...,intel,06-12-2018 14:27,06-12-2018 09:27,06-12-2018 19:57,0,0,0,1,0,0,0,0,,
1070686322086460000,register for the intel ai devjam to network with experts and recruiters from intel spots are filling up fast s...,intel,06-12-2018 14:28,06-12-2018 09:28,06-12-2018 19:58,0.2,0.6,0,1,0,0,0.2,0.6,,
1070686535572310000,new ai student courses added to the intel(r) developer zone | idz weekly |,intel,06-12-2018 14:28,06-12-2018 09:28,06-12-2018 19:58,0.136363636,0.454545455,0,1,0,0,0.136363636,0.454545455,,
1070686631231800000,watch innovator detect water contaminants and skin cancer in real time with the intel...,intel,06-12-2018 14:29,06-12-2018 09:29,06-12-2018 19:59,0.2,0.3,0.253,0.747,0,-0.6597,0.2,0.3,,
1070690414330600000,rt : take a bow sanjose ca chapter for helping establish our sixth affiliate in the state of c...,intel,06-12-2018 14:44,06-12-2018 09:44,06-12-2018 20:14,0,0,0,0.879,0.121,0.296,0,0,,
1070690617347480000,does it matter if tsmc dethrones intel and takes the semiconductor intel tsmc...,intel,06-12-2018 14:45,06-12-2018 09:45,06-12-2018 20:15,0,0,0,0.916,0.084,0.0258,0,0,,
1070696515994370000,rt : does it matter if tsmc dethrones intel and takes the semiconductor intel tsmc semiconductor...,intel,06-12-2018 15:08,06-12-2018 10:08,06-12-2018 20:38,0,0,0,0.927,0.073,0.0258,0,0,,
1070708524362220000,the new commercial for intel (nigeria) directed by manoj pillai shot by mitesh mirchandani and scored by subhajit...,intel,06-12-2018 15:56,06-12-2018 10:56,06-12-2018 21:26,0.068181818,0.227272727,0,1,0,0,0.068181818,0.227272727,,
1070709049266590000,intel's nm process had considerable delays but they say their nm is a separate process and is on track for int...,intel,06-12-2018 15:58,06-12-2018 10:58,06-12-2018 21:28,0.1,0.45,0,1,0,0,0.1,0.45,,
1070714509550070000,the power of intel and ai never cease to amaze me,intel,06-12-2018 16:20,06-12-2018 11:20,06-12-2018 21:50,0,0,0.222,0.778,0,-0.431,0,0,,
1070714801121310000,what can the defense and intel communities do to drive ai adoption? weighs in...,intel,06-12-2018 16:21,06-12-2018 11:21,06-12-2018 21:51,0,0,0,0.897,0.103,0.128,0,0,,
1070716115263870000,no one will say it but obvious backlash target from arrest of huawei cfo would be apple then intel maybe nike too,intel,06-12-2018 16:26,06-12-2018 11:26,06-12-2018 21:56,-0.025,0.25,0.19,0.81,0,-0.5719,-0.025,0.25,,
1070716485818040000,geb-enterprise product designed by luciano gabbani assembly antonio ciervo using test jtag technologies and se...,intel,06-12-2018 16:27,06-12-2018 11:27,06-12-2018 21:57,0,0,0,1,0,0,0,0,,
1070717162145230000,upgrade the gamer in your life this holiday season! save on select msi gaming laptops powered by the latest intel p...,intel,06-12-2018 16:30,06-12-2018 11:30,06-12-2018 22:00,0.5,0.9,0,0.742,0.258,0.7661,0.5,0.9,,
1070717900602960000,the two steps that the and intel community can take to make analysts less fearful of ai and...,intel,06-12-2018 16:33,06-12-2018 11:33,06-12-2018 22:03,-0.533333333,0.533333333,0.146,0.854,0,-0.4417,-0.533333333,0.533333333,,
1070718016755850000,introduces first universal windows driver for graphics designed to be compatible with all devices equally...,intel,06-12-2018 16:34,06-12-2018 11:34,06-12-2018 22:04,0.083333333,0.194444444,0,1,0,0,0.083333333,0.194444444,,
1070719703696330000,rt : geb-enterprise product designed by luciano gabbani assembly antonio ciervo using test jtag technologies and semicond...,intel,06-12-2018 16:40,06-12-2018 11:40,06-12-2018 22:10,0,0,0,1,0,0,0,0,,
1070727100263460000,catch our tensorflow machinelearning webinar replay with intel artificial intelligence group watch now:...,intel,06-12-2018 17:10,06-12-2018 12:10,06-12-2018 22:40,-0.6,1,0,0.795,0.205,0.4767,-0.6,1,,
1070727198942860000,rt : catch our tensorflow machinelearning webinar replay with intel artificial intelligence group watch now:,intel,06-12-2018 17:10,06-12-2018 12:10,06-12-2018 22:40,-0.6,1,0,0.807,0.193,0.4767,-0.6,1,,
1070729847108970000,thestreet talks w/drgilda WHITE RIGHT POINTING BACKHAND INDEX | warning! fraternization means career suicide in these day...,intel,06-12-2018 17:21,06-12-2018 12:21,06-12-2018 22:51,0.178571429,0.267857143,0.339,0.661,0,-0.8016,0.178571429,0.267857143,,
1070729944177740000,i did a thing last night gigabyte nvidia corsair asus asus_rog intel rgb pcmasterrace gskill nzxt,intel,06-12-2018 17:21,06-12-2018 12:21,06-12-2018 22:51,0,0.066666667,0,1,0,0,0,0.066666667,,
1070734019980080000,rt : top intel analyst on,intel,06-12-2018 17:37,06-12-2018 12:37,06-12-2018 23:07,0.5,0.5,0,0.69,0.31,0.2023,0.5,0.5,,
1070734336008290000,this growth is just the beginning did you catch this awesome intel launch? iamintel,intel,06-12-2018 17:38,06-12-2018 12:38,06-12-2018 23:08,1,1,0,0.616,0.384,0.8164,1,1,,
